label,county_name,town_name,counts,town_percentage_in_label,label_percentage_in_town
asparagus,新竹縣,竹東鎮,0.0,0.0,0.0
asparagus,屏東縣,獅子鄉,0.0,0.0,0.0
asparagus,嘉義縣,竹崎鄉,0.0,0.0,0.0
asparagus,桃園市,八德區,1.0,0.0004899559039686428,0.006097560975609756
asparagus,嘉義縣,番路鄉,0.0,0.0,0.0
asparagus,臺中市,北區,0.0,0.0,0.0
asparagus,臺南市,大內區,0.0,0.0,0.0
asparagus,雲林縣,西螺鎮,4.0,0.0019598236158745713,0.008714596949891068
asparagus,彰化縣,埔心鄉,1.0,0.0004899559039686428,0.0009182736455463728
asparagus,屏東縣,新埤鄉,0.0,0.0,0.0
asparagus,臺南市,東山區,0.0,0.0,0.0
asparagus,嘉義市,西區,0.0,0.0,0.0
asparagus,彰化縣,竹塘鄉,4.0,0.0019598236158745713,0.006134969325153374
asparagus,臺南市,新化區,0.0,0.0,0.0
asparagus,彰化縣,芳苑鄉,245.0,0.12003919647231749,0.1837959489872468
asparagus,彰化縣,花壇鄉,0.0,0.0,0.0
asparagus,屏東縣,竹田鄉,1.0,0.0004899559039686428,0.0014326647564469914
asparagus,雲林縣,東勢鄉,36.0,0.017638412542871143,0.016408386508659983
asparagus,苗栗縣,三灣鄉,0.0,0.0,0.0
asparagus,屏東縣,來義鄉,0.0,0.0,0.0
asparagus,新竹縣,芎林鄉,0.0,0.0,0.0
asparagus,臺北市,中山區,0.0,0.0,0.0
asparagus,彰化縣,線西鄉,0.0,0.0,0.0
asparagus,臺中市,外埔區,3.0,0.0014698677119059284,0.0038461538461538464
asparagus,彰化縣,秀水鄉,3.0,0.0014698677119059284,0.014492753623188406
asparagus,臺中市,東勢區,0.0,0.0,0.0
bambooshoots,桃園市,平鎮區,18.0,0.005637331663012841,0.16822429906542055
bambooshoots,新竹縣,新豐鄉,0.0,0.0,0.0
bambooshoots,南投縣,水里鄉,0.0,0.0,0.0
bambooshoots,雲林縣,褒忠鄉,1.0,0.00031318509238960227,0.0011261261261261261
bambooshoots,臺東縣,鹿野鄉,3.0,0.0009395552771688068,0.0032967032967032967
bambooshoots,屏東縣,東港鎮,2.0,0.0006263701847792045,0.0017079419299743809
bambooshoots,嘉義市,西區,0.0,0.0,0.0
bambooshoots,南投縣,國姓鄉,148.0,0.04635139367366113,0.2096317280453258
bambooshoots,屏東縣,萬巒鄉,0.0,0.0,0.0
bambooshoots,花蓮縣,光復鄉,0.0,0.0,0.0
bambooshoots,雲林縣,北港鎮,2.0,0.0006263701847792045,0.0019646365422396855
bambooshoots,屏東縣,獅子鄉,0.0,0.0,0.0
bambooshoots,高雄市,岡山區,0.0,0.0,0.0
bambooshoots,臺北市,內湖區,0.0,0.0,0.0
bambooshoots,屏東縣,新園鄉,30.0,0.009395552771688067,0.020477815699658702
bambooshoots,新竹縣,關西鎮,0.0,0.0,0.0
bambooshoots,高雄市,美濃區,0.0,0.0,0.0
bambooshoots,宜蘭縣,三星鄉,0.0,0.0,0.0
bambooshoots,彰化縣,芬園鄉,4.0,0.001252740369558409,0.06060606060606061
bambooshoots,南投縣,南投市,0.0,0.0,0.0
bambooshoots,臺中市,后里區,0.0,0.0,0.0
bambooshoots,屏東縣,內埔鄉,0.0,0.0,0.0
bambooshoots,臺南市,東山區,20.0,0.006263701847792045,0.01670843776106934
bambooshoots,苗栗縣,公館鄉,1.0,0.00031318509238960227,0.3333333333333333
bambooshoots,臺中市,大安區,6.0,0.0018791105543376136,0.01764705882352941
bambooshoots,臺南市,六甲區,0.0,0.0,0.0
bambooshoots,彰化縣,大城鄉,4.0,0.001252740369558409,0.0020100502512562816
bambooshoots,彰化縣,員林市,8.0,0.002505480739116818,0.036036036036036036
bambooshoots,臺東縣,大武鄉,2.0,0.0006263701847792045,0.05263157894736842
bambooshoots,雲林縣,大埤鄉,1.0,0.00031318509238960227,0.015384615384615385
bambooshoots,臺中市,西屯區,0.0,0.0,0.0
bambooshoots,臺中市,霧峰區,3.0,0.0009395552771688068,0.08108108108108109
bambooshoots,雲林縣,元長鄉,5.0,0.0015659254619480112,0.001864975755315181
bambooshoots,彰化縣,竹塘鄉,1.0,0.00031318509238960227,0.0015337423312883436
bambooshoots,雲林縣,西螺鎮,13.0,0.004071406201064829,0.02832244008714597
bambooshoots,屏東縣,枋寮鄉,0.0,0.0,0.0
bambooshoots,屏東縣,滿州鄉,2.0,0.0006263701847792045,0.1
bambooshoots,南投縣,鹿谷鄉,6.0,0.0018791105543376136,0.13636363636363635
bambooshoots,南投縣,集集鎮,24.0,0.007516442217350454,0.22641509433962265
bambooshoots,屏東縣,枋山鄉,0.0,0.0,0.0
bambooshoots,彰化縣,大村鄉,11.0,0.0034450360162856246,0.013064133016627079
bambooshoots,南投縣,魚池鄉,0.0,0.0,0.0
bambooshoots,新竹市,東區,32.0,0.010021922956467273,0.16494845360824742
bambooshoots,臺東縣,金峰鄉,0.0,0.0,0.0
bambooshoots,高雄市,旗山區,0.0,0.0,0.0
bambooshoots,嘉義縣,水上鄉,7.0,0.002192295646727216,0.09090909090909091
bambooshoots,嘉義縣,中埔鄉,98.0,0.03069213905418102,0.07379518072289157
bambooshoots,彰化縣,和美鎮,15.0,0.004697776385844034,0.04043126684636118
bambooshoots,高雄市,田寮區,13.0,0.004071406201064829,0.14606741573033707
bambooshoots,高雄市,大樹區,20.0,0.006263701847792045,0.01532567049808429
bambooshoots,新竹市,北區,0.0,0.0,0.0
bambooshoots,彰化縣,花壇鄉,88.0,0.027560288130284997,0.3682008368200837
bambooshoots,雲林縣,水林鄉,3.0,0.0009395552771688068,0.004310344827586207
bambooshoots,臺東縣,卑南鄉,0.0,0.0,0.0
bambooshoots,臺中市,沙鹿區,13.0,0.004071406201064829,0.10569105691056911
bambooshoots,臺南市,楠西區,2.0,0.0006263701847792045,0.16666666666666666
bambooshoots,嘉義縣,鹿草鄉,2.0,0.0006263701847792045,0.003992015968063872
bambooshoots,新竹市,香山區,1.0,0.00031318509238960227,0.5
bambooshoots,雲林縣,古坑鄉,640.0,0.20043845912934544,0.5346700083542189
bambooshoots,臺南市,七股區,0.0,0.0,0.0
bambooshoots,彰化縣,永靖鄉,12.0,0.003758221108675227,0.03260869565217391
bambooshoots,臺南市,新化區,3.0,0.0009395552771688068,0.08571428571428572
bambooshoots,苗栗縣,三灣鄉,7.0,0.002192295646727216,0.15217391304347827
bambooshoots,新竹縣,芎林鄉,11.0,0.0034450360162856246,0.2894736842105263
bambooshoots,嘉義縣,番路鄉,22.0,0.006890072032571249,0.04564315352697095
bambooshoots,苗栗縣,南庄鄉,10.0,0.0031318509238960224,0.29411764705882354
bambooshoots,嘉義縣,民雄鄉,24.0,0.007516442217350454,0.25263157894736843
bambooshoots,桃園市,大溪區,37.0,0.011587848418415283,0.19072164948453607
bambooshoots,彰化縣,線西鄉,1.0,0.00031318509238960227,0.07142857142857142
bambooshoots,桃園市,桃園區,23.0,0.007203257124960852,0.11917098445595854
bambooshoots,嘉義縣,新港鄉,2.0,0.0006263701847792045,0.006872852233676976
bambooshoots,彰化縣,埔心鄉,46.0,0.014406514249921704,0.04224058769513315
bambooshoots,臺南市,關廟區,31.0,0.009708737864077669,0.8378378378378378
bambooshoots,南投縣,中寮鄉,16.0,0.005010961478233636,0.2807017543859649
bambooshoots,臺南市,大內區,5.0,0.0015659254619480112,0.2631578947368421
bambooshoots,嘉義縣,六腳鄉,14.0,0.004384591293454432,0.008274231678486997
bambooshoots,彰化縣,鹿港鎮,8.0,0.002505480739116818,0.07692307692307693
bambooshoots,臺中市,大里區,0.0,0.0,0.0
bambooshoots,雲林縣,臺西鄉,0.0,0.0,0.0
bambooshoots,桃園市,八德區,27.0,0.00845599749451926,0.16463414634146342
bambooshoots,高雄市,內門區,0.0,0.0,0.0
bambooshoots,桃園市,楊梅區,27.0,0.00845599749451926,0.14516129032258066
bambooshoots,嘉義縣,溪口鄉,12.0,0.003758221108675227,0.039735099337748346
bambooshoots,苗栗縣,頭屋鄉,0.0,0.0,0.0
bambooshoots,臺南市,官田區,3.0,0.0009395552771688068,0.09375
bambooshoots,屏東縣,麟洛鄉,0.0,0.0,0.0
bambooshoots,彰化縣,芳苑鄉,2.0,0.0006263701847792045,0.0015003750937734434
bambooshoots,新竹縣,竹北市,4.0,0.001252740369558409,0.05
bambooshoots,彰化縣,二林鎮,14.0,0.004384591293454432,0.0034739454094292804
bambooshoots,臺東縣,池上鄉,0.0,0.0,0.0
bambooshoots,花蓮縣,吉安鄉,67.0,0.020983401190103352,0.037619314991577765
bambooshoots,彰化縣,彰化市,48.0,0.015032884434700909,0.10786516853932585
bambooshoots,雲林縣,土庫鎮,7.0,0.002192295646727216,0.004784688995215311
bambooshoots,高雄市,林園區,0.0,0.0,0.0
bambooshoots,嘉義縣,義竹鄉,0.0,0.0,0.0
bambooshoots,雲林縣,東勢鄉,5.0,0.0015659254619480112,0.0022789425706472195
bambooshoots,臺東縣,臺東市,2.0,0.0006263701847792045,0.022988505747126436
bambooshoots,宜蘭縣,冬山鄉,0.0,0.0,0.0
bambooshoots,桃園市,中壢區,36.0,0.011274663326025681,0.15789473684210525
bambooshoots,雲林縣,麥寮鄉,10.0,0.0031318509238960224,0.004268032437046522
bambooshoots,臺中市,大雅區,0.0,0.0,0.0
bambooshoots,彰化縣,二水鄉,10.0,0.0031318509238960224,0.10526315789473684
bambooshoots,屏東縣,九如鄉,0.0,0.0,0.0
bambooshoots,臺中市,烏日區,2.0,0.0006263701847792045,0.05405405405405406
bambooshoots,嘉義縣,竹崎鄉,12.0,0.003758221108675227,0.06976744186046512
bambooshoots,臺南市,山上區,0.0,0.0,0.0
bambooshoots,屏東縣,佳冬鄉,0.0,0.0,0.0
bambooshoots,臺東縣,達仁鄉,1.0,0.00031318509238960227,0.08333333333333333
bambooshoots,屏東縣,崁頂鄉,12.0,0.003758221108675227,0.008468595624558928
bambooshoots,臺南市,歸仁區,89.0,0.0278734732226746,0.34901960784313724
bambooshoots,新竹縣,橫山鄉,0.0,0.0,0.0
bambooshoots,雲林縣,斗六市,196.0,0.06138427810836204,0.42701525054466233
bambooshoots,屏東縣,長治鄉,0.0,0.0,0.0
bambooshoots,雲林縣,四湖鄉,2.0,0.0006263701847792045,0.0013850415512465374
bambooshoots,嘉義縣,朴子市,1.0,0.00031318509238960227,0.0023584905660377358
bambooshoots,雲林縣,二崙鄉,6.0,0.0018791105543376136,0.005159071367153913
bambooshoots,高雄市,鳥松區,18.0,0.005637331663012841,0.27692307692307694
bambooshoots,雲林縣,虎尾鎮,8.0,0.002505480739116818,0.007881773399014778
bambooshoots,新竹縣,湖口鄉,9.0,0.0028186658315064203,0.14516129032258066
bambooshoots,花蓮縣,秀林鄉,0.0,0.0,0.0
bambooshoots,南投縣,名間鄉,21.0,0.0065768869401816475,0.0060379528464634845
bambooshoots,屏東縣,鹽埔鄉,0.0,0.0,0.0
bambooshoots,苗栗縣,後龍鎮,5.0,0.0015659254619480112,0.08771929824561403
bambooshoots,臺中市,潭子區,0.0,0.0,0.0
bambooshoots,苗栗縣,竹南鎮,0.0,0.0,0.0
bambooshoots,臺南市,麻豆區,0.0,0.0,0.0
bambooshoots,屏東縣,萬丹鄉,5.0,0.0015659254619480112,0.001976284584980237
bambooshoots,臺南市,龍崎區,5.0,0.0015659254619480112,0.7142857142857143
bambooshoots,南投縣,埔里鎮,46.0,0.014406514249921704,0.008262978264774564
bambooshoots,花蓮縣,壽豐鄉,0.0,0.0,0.0
bambooshoots,臺中市,東勢區,0.0,0.0,0.0
bambooshoots,臺中市,清水區,11.0,0.0034450360162856246,0.04119850187265917
bambooshoots,新北市,三峽區,0.0,0.0,0.0
bambooshoots,雲林縣,莿桐鄉,16.0,0.005010961478233636,0.017758046614872364
bambooshoots,臺南市,永康區,0.0,0.0,0.0
bambooshoots,彰化縣,福興鄉,6.0,0.0018791105543376136,0.014457831325301205
bambooshoots,花蓮縣,新城鄉,0.0,0.0,0.0
bambooshoots,屏東縣,來義鄉,2.0,0.0006263701847792045,0.010309278350515464
bambooshoots,臺南市,左鎮區,5.0,0.0015659254619480112,0.4166666666666667
bambooshoots,花蓮縣,鳳林鎮,0.0,0.0,0.0
bambooshoots,臺南市,後壁區,2.0,0.0006263701847792045,0.017241379310344827
bambooshoots,臺東縣,東河鄉,14.0,0.004384591293454432,0.009950248756218905
bambooshoots,苗栗縣,造橋鄉,0.0,0.0,0.0
bambooshoots,苗栗縣,頭份市,12.0,0.003758221108675227,0.0975609756097561
bambooshoots,苗栗縣,苑裡鎮,3.0,0.0009395552771688068,0.04225352112676056
bambooshoots,高雄市,大寮區,7.0,0.002192295646727216,0.007462686567164179
bambooshoots,臺東縣,關山鎮,1.0,0.00031318509238960227,1.0
bambooshoots,屏東縣,竹田鄉,5.0,0.0015659254619480112,0.0071633237822349575
bambooshoots,桃園市,新屋區,15.0,0.004697776385844034,0.06329113924050633
bambooshoots,桃園市,蘆竹區,30.0,0.009395552771688067,0.1485148514851485
bambooshoots,新竹縣,新埔鎮,4.0,0.001252740369558409,0.02564102564102564
bambooshoots,臺南市,安定區,0.0,0.0,0.0
bambooshoots,南投縣,草屯鎮,7.0,0.002192295646727216,0.014084507042253521
bambooshoots,屏東縣,新埤鄉,2.0,0.0006263701847792045,0.002702702702702703
bambooshoots,花蓮縣,花蓮市,2.0,0.0006263701847792045,0.2222222222222222
bambooshoots,雲林縣,口湖鄉,0.0,0.0,0.0
bambooshoots,桃園市,觀音區,53.0,0.01659880989664892,0.11471861471861472
bambooshoots,南投縣,竹山鎮,52.0,0.016285624804259317,0.17567567567567569
bambooshoots,苗栗縣,銅鑼鄉,0.0,0.0,0.0
bambooshoots,屏東縣,南州鄉,1.0,0.00031318509238960227,0.001392757660167131
bambooshoots,臺南市,玉井區,6.0,0.0018791105543376136,0.041666666666666664
bambooshoots,臺南市,柳營區,0.0,0.0,0.0
bambooshoots,嘉義縣,太保市,0.0,0.0,0.0
bambooshoots,臺中市,梧棲區,6.0,0.0018791105543376136,0.06
bambooshoots,苗栗縣,三義鄉,41.0,0.012840588787973693,0.23563218390804597
bambooshoots,彰化縣,社頭鄉,23.0,0.007203257124960852,0.03099730458221024
bambooshoots,彰化縣,田中鎮,40.0,0.01252740369558409,0.08438818565400844
bambooshoots,嘉義縣,大林鎮,59.0,0.018477920450986535,0.3333333333333333
bambooshoots,臺中市,大甲區,1.0,0.00031318509238960227,0.041666666666666664
bambooshoots,屏東縣,里港鄉,3.0,0.0009395552771688068,0.0029013539651837525
bambooshoots,臺中市,北區,0.0,0.0,0.0
bambooshoots,臺東縣,太麻里鄉,2.0,0.0006263701847792045,0.06451612903225806
bambooshoots,臺中市,外埔區,11.0,0.0034450360162856246,0.014102564102564103
bambooshoots,彰化縣,溪州鄉,0.0,0.0,0.0
bambooshoots,彰化縣,北斗鎮,0.0,0.0,0.0
bambooshoots,彰化縣,埤頭鄉,2.0,0.0006263701847792045,0.00322061191626409
bambooshoots,屏東縣,高樹鄉,6.0,0.0018791105543376136,0.0021929824561403508
bambooshoots,屏東縣,林邊鄉,0.0,0.0,0.0
bambooshoots,桃園市,大園區,11.0,0.0034450360162856246,0.1
bambooshoots,彰化縣,溪湖鎮,9.0,0.0028186658315064203,0.0056144728633811605
bambooshoots,嘉義市,東區,1.0,0.00031318509238960227,1.0
bambooshoots,臺中市,新社區,0.0,0.0,0.0
bambooshoots,屏東縣,春日鄉,0.0,0.0,0.0
bambooshoots,花蓮縣,瑞穗鄉,1.0,0.00031318509238960227,0.5
