file,height,width,taken_datetime,make,model,target_fid,target_x,target_y,county_name,town_name,town_x,town_y,angle
00388c03-f513-4561-9e8e-ef338b8c436d.jpg,4608,2592,,,,2503,0,0,屏東縣,南州鄉,120.5180588,22.4799023,0.0
003fec26-e65c-49e1-97af-bf82bd76c2a0.jpg,2988,5312,2020-04-23 15:09:07,LGE,LG-H815,2,0,0,彰化縣,秀水鄉,120.5041046,24.0325832,0.0
00516e31-0416-4ac5-895c-f78eb75ba097.jpg,3264,2448,2019-09-28 14:59:47,samsung,SM-T719C,2504,0,0,屏東縣,里港鄉,120.506134,22.7986412,0.0
0058d37e-5914-4d33-b442-bb7a68657cba.jpg,4000,3000,,,,2505,0,0,彰化縣,竹塘鄉,120.4136505,23.8506813,0.0
005adee4-d37e-4005-a106-2ec68ad21430.jpg,3916,2936,2020-04-20 16:09:35,asus,ASUS_Z01KD,3,0,0,彰化縣,員林市,120.5930939,23.9566021,0.0
005f8afc-679b-4303-88d6-562d6872dc1a.jpg,4096,3072,2019-09-16 09:36:57,ASUS,ASUS_Z011D,4,0,0,臺南市,東山區,120.4441452,23.2784214,0.0
006ee6c4-821a-4f2b-bf80-b767e4d39e31.jpg,4000,3000,,,,5,0,0,花蓮縣,吉安鄉,121.5648117,23.9555264,0.0
00739fca-5e8f-4562-a037-0fdc3c2962a5.jpg,4608,2592,,,,5007,0,0,嘉義縣,六腳鄉,120.2714767,23.510273,0.0
00892023-bfca-46d8-94d4-fcfef64594d8.jpg,4160,3120,2019-09-22 09:19:34,OPPO,CPH1715,5008,0,0,南投縣,埔里鎮,120.9625702,23.9790077,0.0
008c287b-8665-47af-b39d-832831522acd.jpg,4000,3000,,,,6,0,0,花蓮縣,吉安鄉,121.5648117,23.9555264,0.0
008e224b-1bb6-4901-8e55-572d2311f9c5.jpg,7296,5472,2020-04-16 13:36:05,HUAWEI,EVR-N29,7,0,0,彰化縣,大城鄉,120.2952423,23.8594379,0.0
0091366b-f1d4-4315-9693-4513c5a04c53.jpg,4032,3024,,,,5009,0,0,雲林縣,東勢鄉,120.2564087,23.6962242,0.0
009df593-9756-48c3-8cc0-3adccbb7aa41.jpg,4000,3000,,,,2506,0,0,嘉義縣,東石鄉,120.1738129,23.468605,0.0
009e189e-4bc7-497d-81f3-8fb10f1e6013.jpg,4000,3000,,,,2507,0,0,屏東縣,新園鄉,120.449707,22.5161438,0.0
009f2ffc-d90d-4284-964d-ede375af754e.jpg,4000,3000,,,,2508,0,0,彰化縣,和美鎮,120.5112076,24.1138687,0.0
00a05791-be60-4242-810a-b58aea8663ae.jpg,1920,1088,,,,8,0,0,雲林縣,北港鎮,120.2940063,23.592289,
00acebbe-1cd7-4a2b-af6b-4f1372e47024.jpg,4000,3000,,,,9,0,0,彰化縣,埤頭鄉,120.4675598,23.8824368,0.0
00aeccac-c05c-4a4b-9190-b4813644fd7b.jpg,4160,3120,,,,10,0,0,彰化縣,溪湖鎮,120.4831848,23.9518013,0.0
00af6550-e6fb-4738-ad8e-5594af68632e.jpg,5184,2916,2020-04-01 15:23:18,OPPO,CPH1719,11,0,0,雲林縣,褒忠鄉,120.3116074,23.7162247,0.0
00b4982a-c48e-4377-828c-22da885160b0.jpg,4032,3024,,,,12,0,0,新竹縣,竹北市,120.9940872,24.8385391,0.0
00bd7b94-752b-412c-8005-56235e40097a.jpg,8000,6000,2020-04-12 18:11:47,vivo,vivo 1910,13,0,0,彰化縣,埔鹽鄉,120.4594345,23.9921265,0.0
00c56d38-737b-4a7e-8208-d9889123b6b5.jpg,4032,3024,2019-09-12 10:58:48,HTC,HTC_2Q4D100,14,0,0,苗栗縣,卓蘭鎮,120.856041,24.3253841,0.0
00cbd40d-62de-4dee-9e85-bfcf0af6fa60.jpg,4000,3000,,,,15,0,0,花蓮縣,吉安鄉,121.5648117,23.9555264,0.0
00cfc7bb-16b2-4bc9-a8a3-7c3fd10140ed.jpg,1225,1633,2019-11-30 11:32:12,Apple,iPhone XR,16,0,-102,高雄市,大樹區,120.4254074,22.7110958,270.0
00da3cba-6b58-4544-8a6f-c26496a4f063.jpg,4608,2592,,,,17,0,0,屏東縣,東港鎮,120.4737549,22.4614105,0.0
00dc6155-0087-4efc-be55-b2c3859c4e80.jpg,5184,3880,2020-04-21 10:38:02,OPPO,OPPO AX7 Pro,18,0,0,雲林縣,元長鄉,120.3279495,23.6425228,0.0
00dfac42-9819-4f3d-a1ac-a4d239aff2dd.jpg,4608,2592,,,,19,0,0,屏東縣,東港鎮,120.4737549,22.4614105,0.0
00e0d5ef-b715-437b-9afc-5a7af569c39c.jpg,5184,3880,2019-09-29 15:18:00,OPPO,CPH1707,20,0,0,雲林縣,褒忠鄉,120.3116074,23.7162247,0.0
00e7be4b-437d-40e2-9f33-e2bab50032c9.jpg,3456,4608,,,,21,0,0,新竹縣,新埔鎮,121.0939865,24.8414459,0.0
00ffdbc5-070a-430b-ae46-593af5adef55.jpg,3000,4000,,,,22,0,0,屏東縣,崁頂鄉,120.5006561,22.5153713,0.0
01000c46-e3d9-4672-b366-cd54b91afa0b.jpg,4608,2592,,,,5010,0,0,屏東縣,南州鄉,120.5180588,22.4799023,0.0
01015cc7-ef01-4822-b0e2-dcef3f6195a0.jpg,4608,2592,,,,5011,0,0,屏東縣,東港鎮,120.4737549,22.4614105,0.0
01023ca0-ff5d-4c5a-a083-74c39ae1e7b3.jpg,3024,4032,,,,5012,0,0,桃園市,大溪區,121.2963486,24.8680515,0.0
010779dd-b74c-4cc1-bc47-eb23a2846df4.jpg,4032,3024,,,,5013,0,0,花蓮縣,吉安鄉,121.5648117,23.9555264,0.0
010fc0d1-238c-4093-94d4-839736a66225.jpg,900,1600,,,,2509,0,0,高雄市,大寮區,120.4111404,22.5929337,
0112344d-e75e-4180-955d-8d5ccaedc105.jpg,1225,1633,2020-01-10 10:47:49,Apple,iPhone 8 Plus,5014,0,-128,彰化縣,大城鄉,120.2952423,23.8594379,270.0
01153000-f263-428e-a0b8-e004821fef61.jpg,5760,4320,2019-10-28 12:20:20,samsung,SM-A505GN,5015,0,0,彰化縣,二林鎮,120.4042206,23.9163017,0.0
0117efe6-65a9-45b6-8794-6ae7996aa945.jpg,1600,900,,,,2510,0,0,臺南市,白河區,120.4578476,23.3514156,
011e8dc4-8ba0-4ca8-aa92-0d7da22c17fb.jpg,828,1436,2019-08-18 14:48:06,Apple,iPhone XR,2511,0,0,臺中市,外埔區,120.6650391,24.3356228,270.0
0124b4c3-8cdd-4278-8706-51d1ca057f2a.jpg,1600,900,,,,2512,0,0,南投縣,國姓鄉,120.8675461,24.0313301,
0127de7c-fcee-4ec3-a022-2e1d936226d2.jpg,1225,1633,2019-09-28 07:12:05,Apple,iPhone 7,2513,0,-144,嘉義縣,六腳鄉,120.2714767,23.510273,270.0
012c3500-dac7-46ce-95bc-d64f1af0484f.jpg,3120,4160,,,,2514,0,0,苗栗縣,頭份市,120.9189529,24.6763897,0.0
012cf7d3-078d-4b58-8300-b8531a9f6e35.jpg,4096,3072,2020-04-20 15:07:13,HTC,HTC_U-1u,2515,0,0,彰化縣,大城鄉,120.2952423,23.8594379,0.0
01331b48-3c44-48b2-9181-785c837b4fec.jpg,4000,3000,2020-04-10 06:48:24,OPPO,CPH1941,5016,0,0,雲林縣,北港鎮,120.2940063,23.592289,0.0
013c3590-2196-424e-89d4-c2cdfdf31e4a.jpg,3984,5312,2020-04-14 15:51:23,Sony,F3215,2516,0,0,雲林縣,四湖鄉,120.1938248,23.6463451,0.0
0140e7ec-226d-406d-bbb9-aaf3f9c3c1dc.jpg,5760,4320,2019-09-16 12:10:16,samsung,SM-A505GN,2517,0,0,屏東縣,高樹鄉,120.6017685,22.8100128,0.0
014cbf37-8e85-4bd6-a296-4e089db7fcf0.jpg,4000,3000,,,,2518,0,0,彰化縣,二林鎮,120.4042206,23.9163017,0.0
01523e3f-3a80-4f17-8b75-a999af0924d5.jpg,5760,4320,2020-04-13 15:54:44,samsung,SM-A505GN,5017,0,0,雲林縣,北港鎮,120.2940063,23.592289,0.0
015a2ef8-56ba-4ac6-8813-62266325337e.jpg,1225,1633,2019-09-30 15:19:10,Apple,iPhone 6s,2519,0,-144,彰化縣,二林鎮,120.4042206,23.9163017,270.0
0163373b-2f50-4683-bf46-2574b4aecbf0.jpg,4608,3456,2019-12-03 08:34:34,samsung,SM-A730F,5018,0,0,南投縣,名間鄉,120.6774521,23.8511734,0.0
01714d89-e950-4643-95da-4243a7e40a97.jpg,4096,3072,2019-10-09 09:17:56,HTC,HTC_U-1u,5019,0,0,彰化縣,二林鎮,120.4042206,23.9163017,0.0
017568bd-bd73-45d9-90d8-e44a57444875.jpg,4000,3000,2019-10-11 15:01:25,OPPO,CPH1941,5020,0,0,臺南市,南化區,120.5441742,23.1152229,0.0
0177494c-d9ca-4f94-ae9a-3db49c5c697a.jpg,3120,4160,2020-04-10 16:53:12,HUAWEI,JKM-LX2,5021,0,0,彰化縣,永靖鄉,120.5415955,23.9214935,0.0
017a0d17-217c-4097-ab21-a38e855c492e.jpg,1225,1633,2019-11-15 11:03:28,Apple,iPhone 6s Plus,2520,0,-128,雲林縣,虎尾鎮,120.429306,23.7167091,270.0
017b61de-f207-4c95-85ec-e55bc87766c1.jpg,3264,2448,2019-09-11 06:18:13,samsung,SM-T719C,2521,0,0,屏東縣,里港鄉,120.506134,22.7986412,0.0
01889675-aca4-4c44-84ca-614dbbe86940.jpg,4656,3492,2019-09-10 09:23:29,asus,ASUS_Z017DA,5022,0,0,南投縣,埔里鎮,120.9625702,23.9790077,0.0
018bc373-a82c-472c-8f6e-82680b940d0c.jpg,4000,3000,2020-04-07 15:11:43,Xiaomi,Redmi Note 8T,2522,0,0,雲林縣,崙背鄉,120.3339615,23.7785912,0.0
0193396b-ee10-4753-86a0-0310b23de165.jpg,4032,3024,2020-04-21 09:56:56,samsung,SM-G973F,5023,0,0,雲林縣,土庫鎮,120.3647156,23.6912041,0.0
019474f3-f0f0-43bb-bfe4-3ee66b05080e.jpg,5664,4248,2019-09-10 10:54:37,samsung,SM-A750GN,5024,0,0,南投縣,埔里鎮,120.9625702,23.9790077,0.0
01961545-2a20-4cdc-bf6b-38b5e79c3d53.jpg,1225,1633,2019-10-06 10:47:54,Apple,iPhone SE,5025,0,-174,高雄市,大樹區,120.4254074,22.7110958,270.0
0199e312-d7b2-4507-a108-e0547904479d.jpg,4000,3000,,,,2523,0,0,彰化縣,芳苑鄉,120.3408279,23.9579506,0.0
019a62b1-6fed-4a80-a43d-ee285b42c17c.jpg,4160,3120,2019-09-12 11:22:14,OPPO,CPH1715,2524,0,0,南投縣,埔里鎮,120.9625702,23.9790077,0.0
019e0d44-c24f-4953-a017-de1f16c51ffe.jpg,3000,4000,2020-03-25 15:43:02,Xiaomi,Redmi Note 5,2525,0,0,雲林縣,二崙鄉,120.3964539,23.7926483,0.0
01a6f630-2abe-4165-9f71-fa26e278d4e9.jpg,4608,2592,,,,23,0,0,屏東縣,竹田鄉,120.5278702,22.5896854,0.0
01b17aaf-1cb1-434a-a17e-e1eab95416d1.jpg,3024,4032,2019-08-08 09:56:49,Sony,J9110,24,0,0,苗栗縣,卓蘭鎮,120.856041,24.3253841,0.0
01be4714-bb90-4a2b-bf4d-57fd02857c5b.jpg,4656,3492,2019-09-13 06:26:43,asus,ASUS_Z017DA,25,0,0,屏東縣,高樹鄉,120.6017685,22.8100128,0.0
01c56461-301d-497c-a447-3d73c8b35ee7.jpg,5664,4248,2019-09-03 15:16:17,samsung,SM-A750GN,26,0,0,南投縣,埔里鎮,120.9625702,23.9790077,0.0
01d8273a-c455-4e27-80ab-c3c4aee1c706.jpg,3120,4160,2019-10-08 15:00:54,Sony,I4332,27,0,0,嘉義縣,竹崎鄉,120.5965652,23.5038433,0.0
01d91bdd-39f6-4ef4-ac42-3469229f248c.jpg,5184,2916,2020-01-17 09:28:18,OPPO,CPH1719,28,0,0,臺東縣,鹿野鄉,121.1570969,22.9518948,0.0
01e39098-ff2b-4295-aab8-a72c5c4b0959.jpg,3916,2936,2019-09-23 10:53:21,asus,ASUS_Z01KD,29,0,0,屏東縣,高樹鄉,120.6017685,22.8100128,0.0
01e5b8e0-a7a1-4af7-94de-293311769636.jpg,4000,3000,,,,30,0,0,屏東縣,新園鄉,120.449707,22.5161438,0.0
01ed1fb9-8ff5-4d17-96cc-f503a29f7701.jpg,4160,3120,2020-04-16 12:37:16,OPPO,OPPO A73,31,0,0,彰化縣,彰化市,120.5693893,24.0754261,0.0
01f41750-ab37-4af2-83a9-e199d05f8a63.jpg,1225,1633,2020-01-10 08:11:34,Apple,iPhone 7 Plus,32,0,-128,雲林縣,四湖鄉,120.1938248,23.6463451,270.0
01fd3a36-e9af-4975-ba18-f0333e0b93c0.jpg,4160,3120,,,,33,0,0,雲林縣,四湖鄉,120.1938248,23.6463451,0.0
01feedda-6ec6-40ce-a883-bd78318a6ee7.jpg,4000,3000,,,,34,0,0,嘉義縣,東石鄉,120.1738129,23.468605,0.0
01ff0772-83c0-415d-b707-3070d999ef9a.jpg,1225,1633,2020-04-07 10:49:22,Apple,iPhone 6s Plus,35,0,-128,雲林縣,元長鄉,120.3279495,23.6425228,270.0
020ff5ca-1aae-413a-b0c3-4e9f6c712c24.jpg,1225,1633,2020-10-26 11:32:22,Apple,iPhone 6s,2526,0,-144,苗栗縣,造橋鄉,120.8695526,24.6249218,270.0
02183c69-ee67-471c-8d32-09f8b465ac99.jpg,4096,3072,2019-08-29 15:20:57,ASUS,ASUS_Z00LD,5026,0,0,南投縣,埔里鎮,120.9625702,23.9790077,0.0
021e3e61-dd40-476f-8a8a-8739b6fcf0b4.jpg,3024,4032,2020-04-20 08:56:39,samsung,SM-G975F,2527,0,0,雲林縣,元長鄉,120.3279495,23.6425228,0.0
022738c9-99d6-4aa5-85e8-e3c2b09aa823.jpg,3916,2936,2019-10-09 09:52:49,asus,ASUS_Z01KD,5027,0,0,屏東縣,高樹鄉,120.6017685,22.8100128,0.0
0228defc-9715-464e-b81a-2bc3bd0262af.jpg,4032,3024,,,,2528,0,0,花蓮縣,吉安鄉,121.5648117,23.9555264,0.0
022e1bc9-3e76-426a-ac1c-4168b075a4ad.jpg,5056,3792,2019-10-10 15:27:18,Sony,H9493,2529,0,0,臺南市,東山區,120.4441452,23.2784214,0.0
0234fe31-602d-47fb-99cc-ffd6e03e3014.jpg,1225,1633,2019-10-27 13:00:03,Apple,iPhone SE,2530,0,-174,高雄市,大樹區,120.4254074,22.7110958,270.0
0239afc2-900c-4e53-a172-8bd78546b6c4.jpg,4000,3000,,,,2531,0,0,彰化縣,田尾鄉,120.5223236,23.9006577,0.0
024d2da6-8d1f-4570-8fd9-8e68d60334a5.jpg,4000,3000,,,,2532,0,0,花蓮縣,吉安鄉,121.5648117,23.9555264,0.0
02526a81-5d02-4271-ac13-ea81b585b1cc.jpg,4000,3000,,,,5028,0,0,屏東縣,新園鄉,120.449707,22.5161438,0.0
02600ce6-1f49-4f2f-819d-3cd3d9ed64cf.jpg,1600,900,,,,5029,0,0,南投縣,國姓鄉,120.8675461,24.0313301,
0267df04-c3f0-41a2-b569-8aa1bebeb15b.jpg,3024,4032,2019-09-11 16:32:20,Apple,iPhone 6s,2533,0,-356,彰化縣,社頭鄉,120.6022034,23.9054585,270.0
0267f51c-8197-44f6-8fec-119a151f9df0.jpg,1225,1633,2020-10-26 10:46:03,Apple,iPhone X,2534,0,-116,桃園市,觀音區,121.114212,25.027483,270.0
02714f05-9164-47c7-b9e0-85130751c255.jpg,4160,3120,,,,5030,0,0,彰化縣,芳苑鄉,120.3408279,23.9579506,0.0
0277defa-0c0c-460d-bf3a-265a1f8429da.jpg,3456,4608,2019-09-11 15:54:11,HUAWEI,COL-AL10,2535,0,0,臺中市,外埔區,120.6650391,24.3356228,0.0
027ac400-5e84-4d41-8dae-6f50b05e0d78.jpg,3072,4096,2019-10-15 11:24:56,HTC,HTC_U-1u,2536,0,0,臺東縣,鹿野鄉,121.1570969,22.9518948,0.0
028200a5-c5f4-49df-835d-ec626b2dc3c3.jpg,4000,3000,2019-10-02 10:16:25,Xiaomi,Mi 9T,5031,0,0,南投縣,埔里鎮,120.9625702,23.9790077,0.0
02836af1-acaa-4104-8765-290359f6aa6b.jpg,1242,2154,2019-08-08 09:28:40,Apple,iPhone XS Max,5032,8,-240,彰化縣,埔鹽鄉,120.4594345,23.9921265,270.0
0287bfad-c890-452c-b0e3-d1038cfedff0.jpg,3000,4000,2020-04-18 07:26:51,Xiaomi,Redmi Note 7,2537,0,0,彰化縣,埔鹽鄉,120.4594345,23.9921265,0.0
028da4b1-5013-47a1-a65a-3c46793be8e1.jpg,5184,3880,2020-04-16 09:40:26,OPPO,CPH1707,2538,0,0,彰化縣,大城鄉,120.2952423,23.8594379,0.0
029d032f-dd63-4f61-8fbf-08384e38c77b.jpg,4032,3024,2020-04-27 15:47:14,samsung,SM-G973F,2539,0,0,雲林縣,元長鄉,120.3279495,23.6425228,0.0
02a00d9a-09a3-4ace-8175-dd02932162d1.jpg,4032,3024,2019-09-16 16:11:25,Xiaomi,MI MAX 3,36,0,0,南投縣,名間鄉,120.6774521,23.8511734,0.0
02a296b2-cfa4-4295-909f-f43a54252a27.jpg,1225,1633,2020-10-25 13:54:32,Apple,iPhone 6s,37,0,-144,新竹市,東區,120.99263,24.7904205,270.0
02b8ee3c-db9e-44f7-8ca1-47fc4e4b1639.jpg,5504,4128,2019-09-26 11:30:23,Sony,F8132,38,0,0,南投縣,名間鄉,120.6774521,23.8511734,0.0
02bbbca9-6ad4-4066-95ac-5c620611aba2.jpg,3000,4000,,,,39,0,0,雲林縣,東勢鄉,120.2564087,23.6962242,0.0
02bbe017-e82f-4e32-b842-07bc537837ac.jpg,4160,3120,,,,40,0,0,彰化縣,芳苑鄉,120.3408279,23.9579506,0.0
02bd8bba-beb4-4fbe-a5c1-88ac1c040fe5.jpg,1225,1633,2020-04-18 16:36:07,Apple,iPhone 7,41,0,-144,彰化縣,芳苑鄉,120.3408279,23.9579506,270.0
02c65157-ee42-46bf-abbb-13da98990ea1.jpg,4608,3456,2019-10-15 14:51:30,samsung,SM-A730F,42,0,0,嘉義縣,中埔鄉,120.5365295,23.4041824,0.0
02c9ee1b-64ab-413e-9480-95008dc07268.jpg,3916,2936,2019-10-14 15:00:02,asus,ASUS_Z01KD,43,0,0,屏東縣,高樹鄉,120.6017685,22.8100128,0.0
02cced57-d367-4b14-b9b2-5f02c4c6fff2.jpg,1225,1633,2019-10-07 10:40:32,Apple,iPhone 8,44,0,-144,雲林縣,古坑鄉,120.6117096,23.6255703,270.0
02ceb3c6-e279-4d66-a00f-c17d028baf35.jpg,1225,1633,2020-01-10 10:40:53,Apple,iPhone XR,45,0,-102,雲林縣,麥寮鄉,120.2379913,23.7913971,270.0
02d01a4f-1d55-4db0-a459-826016964359.jpg,3264,2448,,,,46,0,0,雲林縣,東勢鄉,120.2564087,23.6962242,270.0
02d388de-30a9-4403-9264-3418b6fd250d.jpg,4000,3000,,,,47,0,0,花蓮縣,吉安鄉,121.5648117,23.9555264,0.0
02d4fdb6-bd3a-44d6-af7d-1f709c776b4a.jpg,1225,1633,2019-12-13 09:13:37,Apple,iPhone 8,48,0,-144,雲林縣,水林鄉,120.2352676,23.5617218,270.0
02e2dfdf-bfb1-44cf-a9fa-a6901bd507c6.jpg,1225,1633,2019-11-03 17:09:10,Apple,iPhone 8,49,0,-144,雲林縣,古坑鄉,120.6117096,23.6255703,270.0
02e8e08d-4584-4881-ab3a-75f7297c8273.jpg,4032,3024,2020-04-27 17:55:48,samsung,SM-G973F,50,0,0,雲林縣,元長鄉,120.3279495,23.6425228,0.0
02f3953f-3ff9-4106-88b2-682721e040ab.jpg,3096,4128,2019-10-13 10:06:56,samsung,SM-J610G,51,0,0,嘉義縣,番路鄉,120.6075058,23.4277649,0.0
02f78d8a-45ee-495c-89e2-cdd469755491.jpg,4640,3480,2019-10-22 14:25:46,asus,ASUS_Z01MDA,52,0,0,臺南市,南化區,120.5441742,23.1152229,0.0
0315f415-9a1f-47fc-8c97-8a21b703a105.jpg,4608,2592,,,,2540,0,0,屏東縣,竹田鄉,120.5278702,22.5896854,0.0
0328a7e3-4b62-4e87-8ada-ebb65c12eb82.jpg,1225,1633,2019-10-13 15:24:28,Apple,iPhone XS,2541,0,-116,嘉義縣,六腳鄉,120.2714767,23.510273,270.0
0328f530-4751-4e2f-88d3-b4f0785e19af.jpg,4000,3000,,,,2542,0,0,雲林縣,麥寮鄉,120.2379913,23.7913971,0.0
032ba6fd-ab93-4388-acab-11d7a7ab01e7.jpg,3024,4032,2019-11-02 15:15:28,HTC,HTC_2Q4D100,2543,0,0,苗栗縣,大湖鄉,120.8631439,24.393795,0.0
033005e5-fb60-43ed-8e96-deb6f7d0137f.jpg,4656,3492,2019-10-03 09:54:37,asus,ASUS_Z017DA,5033,0,0,屏東縣,高樹鄉,120.6017685,22.8100128,0.0
033a8cf9-778f-465a-9d75-6672b334c064.jpg,4656,3492,2019-08-14 15:15:50,asus,ASUS_Z017DA,2544,0,0,桃園市,八德區,121.2913208,24.9497337,0.0
033e342a-c607-4215-94c1-d2c189c23f8e.jpg,1225,1633,2019-09-24 09:43:49,Apple,iPhone 8,2545,0,-144,雲林縣,古坑鄉,120.6117096,23.6255703,270.0
0343f7ab-8dcd-4441-a975-7530f1b0aacc.jpg,5184,3880,2020-04-20 10:53:35,OPPO,CPH1707,2546,0,0,彰化縣,大城鄉,120.2952423,23.8594379,0.0
034a6468-08f1-4838-860b-16d3dd307436.jpg,4608,3456,2020-04-14 15:31:28,OPPO,OPPO R17,2547,0,0,彰化縣,溪州鄉,120.5224915,23.827343,0.0
035a052d-6776-4567-b2dc-8f34721fb230.jpg,3264,2448,2020-04-10 15:22:14,samsung,SM-A7050,2548,0,0,雲林縣,莿桐鄉,120.5290298,23.7698288,0.0
035cf1f8-8ae4-4592-92a4-cfe97a5e2bf2.jpg,4000,1840,2020-04-16 16:28:00,OPPO,CPH1919,2549,0,0,雲林縣,元長鄉,120.3279495,23.6425228,0.0
035eb52a-5f8a-4b53-a31b-770600104c68.jpg,4032,3024,2020-04-17 16:18:41,samsung,SM-G973F,2550,0,0,雲林縣,元長鄉,120.3279495,23.6425228,0.0
0361bf4c-4eed-414f-970d-8fada8c1b811.jpg,3456,4608,,,,2551,0,0,新竹縣,新埔鎮,121.0939865,24.8414459,0.0
0361f4d1-5bc5-4c18-8144-a631455a33c2.jpg,5760,4320,2020-03-29 10:54:04,samsung,SM-A307GN,2552,0,0,雲林縣,莿桐鄉,120.5290298,23.7698288,0.0
03694fe0-c196-40b0-8b15-c964b6d99326.jpg,4608,2592,,,,5034,0,0,屏東縣,東港鎮,120.4737549,22.4614105,0.0
03709bae-c5b3-4b15-bd02-191de22b2b62.jpg,5664,4248,2019-09-18 10:00:01,samsung,SM-A750GN,5035,0,0,南投縣,埔里鎮,120.9625702,23.9790077,0.0
03761d41-c45d-4bc9-aa20-d70464d37fa5.jpg,4032,3024,2019-09-16 16:05:31,SHARP,SHARP AQUOS S2,5036,0,0,屏東縣,長治鄉,120.5559921,22.6946507,0.0
0381233b-45a3-4a52-ac3a-e6a5b3a8e8a7.jpg,4032,3024,2019-09-19 16:12:39,samsung,SM-G975F,5037,0,0,嘉義縣,番路鄉,120.6075058,23.4277649,0.0
038417ff-35e6-4b5f-8ab3-508f5fc6c345.jpg,4608,2592,,,,5038,0,0,屏東縣,南州鄉,120.5180588,22.4799023,0.0
0385e41a-fc9c-4583-b9e4-d507d5baeabf.jpg,1225,1633,2022-05-20 14:31:19,Apple,iPhone X,2553,0,0,嘉義縣,新港鄉,120.3482819,23.545908,270.0
03887256-e2ff-44b0-83b7-a7ab783d2877.jpg,1225,1633,2019-10-21 16:09:49,Apple,iPhone SE,5039,0,-174,高雄市,大樹區,120.4254074,22.7110958,270.0
038e2d10-cee3-4361-89c8-4b80831300bb.jpg,4032,3024,,,,2554,0,0,苗栗縣,頭份市,120.9189529,24.6763897,0.0
0392171c-fb2d-4cde-b663-bee86d257b43.jpg,5664,4248,2020-04-18 08:55:27,samsung,SM-A920F,5040,0,0,雲林縣,四湖鄉,120.1938248,23.6463451,0.0
0393f62e-10de-41af-b0b4-06a4a10a579c.jpg,4000,3000,2020-04-02 07:52:14,OPPO,CPH1941,2555,0,0,雲林縣,北港鎮,120.2940063,23.592289,0.0
03978d5c-7e1a-4139-9016-8aed0d7cb32c.jpg,5184,2916,2019-09-09 07:51:12,OPPO,CPH1719,5041,0,0,屏東縣,新埤鄉,120.5846252,22.4868565,0.0
039d970c-9ae0-49c0-989c-ea9cbb9e7d32.jpg,1225,1633,2022-02-15 11:35:55,Apple,iPhone XR,2556,0,0,新竹縣,新埔鎮,121.0939865,24.8414459,270.0
039f262e-042a-4e88-ad2c-b4e2b861e513.jpg,1225,1633,2019-12-14 15:44:11,Apple,iPhone 7,2557,0,-144,彰化縣,大城鄉,120.2952423,23.8594379,270.0
03a0a028-e363-4f34-a455-24b05b5cd805.jpg,5056,3792,2020-04-22 14:43:28,Sony,G8142,53,0,0,雲林縣,四湖鄉,120.1938248,23.6463451,0.0
03a157b1-5550-4ee8-8e28-adda5d463970.jpg,3264,2448,2020-04-22 10:38:16,samsung,SM-A7050,54,0,0,雲林縣,四湖鄉,120.1938248,23.6463451,0.0
03aa23c2-2b9f-4ff4-8a4f-c94c9cdf123f.jpg,4080,3072,,,,55,0,0,彰化縣,和美鎮,120.5112076,24.1138687,0.0
